"Series";"Time";"Value"
"Discord Social Volume";"2018-03-31T05:30:00+05:30";0
"Discord Social Volume";"2018-04-01T05:30:00+05:30";2
"Discord Social Volume";"2018-04-02T05:30:00+05:30";3
"Discord Social Volume";"2018-04-03T05:30:00+05:30";0
"Discord Social Volume";"2018-04-04T05:30:00+05:30";1
"Discord Social Volume";"2018-04-05T05:30:00+05:30";1
"Discord Social Volume";"2018-04-06T05:30:00+05:30";6
"Discord Social Volume";"2018-04-07T05:30:00+05:30";0
"Discord Social Volume";"2018-04-08T05:30:00+05:30";8
"Discord Social Volume";"2018-04-09T05:30:00+05:30";7
"Discord Social Volume";"2018-04-10T05:30:00+05:30";1
"Discord Social Volume";"2018-04-11T05:30:00+05:30";2
"Discord Social Volume";"2018-04-12T05:30:00+05:30";1
"Discord Social Volume";"2018-04-13T05:30:00+05:30";0
"Discord Social Volume";"2018-04-14T05:30:00+05:30";1
"Discord Social Volume";"2018-04-15T05:30:00+05:30";0
"Discord Social Volume";"2018-04-16T05:30:00+05:30";1
"Discord Social Volume";"2018-04-17T05:30:00+05:30";1
"Discord Social Volume";"2018-04-18T05:30:00+05:30";0
"Discord Social Volume";"2018-04-19T05:30:00+05:30";0
"Discord Social Volume";"2018-04-20T05:30:00+05:30";3
"Discord Social Volume";"2018-04-21T05:30:00+05:30";0
"Discord Social Volume";"2018-04-22T05:30:00+05:30";0
"Discord Social Volume";"2018-04-23T05:30:00+05:30";0
"Discord Social Volume";"2018-04-24T05:30:00+05:30";2
"Discord Social Volume";"2018-04-25T05:30:00+05:30";2
"Discord Social Volume";"2018-04-26T05:30:00+05:30";7
"Discord Social Volume";"2018-04-27T05:30:00+05:30";0
"Discord Social Volume";"2018-04-28T05:30:00+05:30";0
"Discord Social Volume";"2018-04-29T05:30:00+05:30";0
"Discord Social Volume";"2018-04-30T05:30:00+05:30";1
"Discord Social Volume";"2018-05-01T05:30:00+05:30";6
"Discord Social Volume";"2018-05-02T05:30:00+05:30";0
"Discord Social Volume";"2018-05-03T05:30:00+05:30";1
"Discord Social Volume";"2018-05-04T05:30:00+05:30";0
"Discord Social Volume";"2018-05-05T05:30:00+05:30";0
"Discord Social Volume";"2018-05-06T05:30:00+05:30";0
"Discord Social Volume";"2018-05-07T05:30:00+05:30";0
"Discord Social Volume";"2018-05-08T05:30:00+05:30";1
"Discord Social Volume";"2018-05-09T05:30:00+05:30";2
"Discord Social Volume";"2018-05-10T05:30:00+05:30";1
"Discord Social Volume";"2018-05-11T05:30:00+05:30";0
"Discord Social Volume";"2018-05-12T05:30:00+05:30";4
"Discord Social Volume";"2018-05-13T05:30:00+05:30";0
"Discord Social Volume";"2018-05-14T05:30:00+05:30";0
"Discord Social Volume";"2018-05-15T05:30:00+05:30";1
"Discord Social Volume";"2018-05-16T05:30:00+05:30";1
"Discord Social Volume";"2018-05-17T05:30:00+05:30";0
"Discord Social Volume";"2018-05-18T05:30:00+05:30";0
"Discord Social Volume";"2018-05-19T05:30:00+05:30";0
"Discord Social Volume";"2018-05-20T05:30:00+05:30";0
"Discord Social Volume";"2018-05-21T05:30:00+05:30";0
"Discord Social Volume";"2018-05-22T05:30:00+05:30";0
"Discord Social Volume";"2018-05-23T05:30:00+05:30";1
"Discord Social Volume";"2018-05-24T05:30:00+05:30";0
"Discord Social Volume";"2018-05-25T05:30:00+05:30";0
"Discord Social Volume";"2018-05-26T05:30:00+05:30";0
"Discord Social Volume";"2018-05-27T05:30:00+05:30";0
"Discord Social Volume";"2018-05-28T05:30:00+05:30";0
"Discord Social Volume";"2018-05-29T05:30:00+05:30";0
"Discord Social Volume";"2018-05-30T05:30:00+05:30";0
"Discord Social Volume";"2018-05-31T05:30:00+05:30";1
"Discord Social Volume";"2018-06-01T05:30:00+05:30";2
"Discord Social Volume";"2018-06-02T05:30:00+05:30";0
"Discord Social Volume";"2018-06-03T05:30:00+05:30";0
"Discord Social Volume";"2018-06-04T05:30:00+05:30";0
"Discord Social Volume";"2018-06-05T05:30:00+05:30";0
"Discord Social Volume";"2018-06-06T05:30:00+05:30";1
"Discord Social Volume";"2018-06-07T05:30:00+05:30";0
"Discord Social Volume";"2018-06-08T05:30:00+05:30";0
"Discord Social Volume";"2018-06-09T05:30:00+05:30";0
"Discord Social Volume";"2018-06-10T05:30:00+05:30";0
"Discord Social Volume";"2018-06-11T05:30:00+05:30";0
"Discord Social Volume";"2018-06-12T05:30:00+05:30";3
"Discord Social Volume";"2018-06-13T05:30:00+05:30";0
"Discord Social Volume";"2018-06-14T05:30:00+05:30";0
"Discord Social Volume";"2018-06-15T05:30:00+05:30";0
"Discord Social Volume";"2018-06-16T05:30:00+05:30";1
"Discord Social Volume";"2018-06-17T05:30:00+05:30";0
"Discord Social Volume";"2018-06-18T05:30:00+05:30";1
"Discord Social Volume";"2018-06-19T05:30:00+05:30";0
"Discord Social Volume";"2018-06-20T05:30:00+05:30";1
"Discord Social Volume";"2018-06-21T05:30:00+05:30";1
"Discord Social Volume";"2018-06-22T05:30:00+05:30";1
"Discord Social Volume";"2018-06-23T05:30:00+05:30";1
"Discord Social Volume";"2018-06-24T05:30:00+05:30";0
"Discord Social Volume";"2018-06-25T05:30:00+05:30";0
"Discord Social Volume";"2018-06-26T05:30:00+05:30";0
"Discord Social Volume";"2018-06-27T05:30:00+05:30";0
"Discord Social Volume";"2018-06-28T05:30:00+05:30";0
"Discord Social Volume";"2018-06-29T05:30:00+05:30";1
"Discord Social Volume";"2018-06-30T05:30:00+05:30";0
"Discord Social Volume";"2018-07-01T05:30:00+05:30";0
"Discord Social Volume";"2018-07-02T05:30:00+05:30";1
"Discord Social Volume";"2018-07-03T05:30:00+05:30";0
"Discord Social Volume";"2018-07-04T05:30:00+05:30";0
"Discord Social Volume";"2018-07-05T05:30:00+05:30";2
"Discord Social Volume";"2018-07-06T05:30:00+05:30";1
"Discord Social Volume";"2018-07-07T05:30:00+05:30";0
"Discord Social Volume";"2018-07-08T05:30:00+05:30";0
"Discord Social Volume";"2018-07-09T05:30:00+05:30";2
"Discord Social Volume";"2018-07-10T05:30:00+05:30";0
"Discord Social Volume";"2018-07-11T05:30:00+05:30";1
"Discord Social Volume";"2018-07-12T05:30:00+05:30";1
"Discord Social Volume";"2018-07-13T05:30:00+05:30";0
"Discord Social Volume";"2018-07-14T05:30:00+05:30";1
"Discord Social Volume";"2018-07-15T05:30:00+05:30";0
"Discord Social Volume";"2018-07-16T05:30:00+05:30";1
"Discord Social Volume";"2018-07-17T05:30:00+05:30";0
"Discord Social Volume";"2018-07-18T05:30:00+05:30";0
"Discord Social Volume";"2018-07-19T05:30:00+05:30";0
"Discord Social Volume";"2018-07-20T05:30:00+05:30";0
"Discord Social Volume";"2018-07-21T05:30:00+05:30";0
"Discord Social Volume";"2018-07-22T05:30:00+05:30";0
"Discord Social Volume";"2018-07-23T05:30:00+05:30";0
"Discord Social Volume";"2018-07-24T05:30:00+05:30";0
"Discord Social Volume";"2018-07-25T05:30:00+05:30";5
"Discord Social Volume";"2018-07-26T05:30:00+05:30";0
"Discord Social Volume";"2018-07-27T05:30:00+05:30";0
"Discord Social Volume";"2018-07-28T05:30:00+05:30";0
"Discord Social Volume";"2018-07-29T05:30:00+05:30";1
"Discord Social Volume";"2018-07-30T05:30:00+05:30";0
"Discord Social Volume";"2018-07-31T05:30:00+05:30";0
"Discord Social Volume";"2018-08-01T05:30:00+05:30";0
"Discord Social Volume";"2018-08-02T05:30:00+05:30";1
"Discord Social Volume";"2018-08-03T05:30:00+05:30";5
"Discord Social Volume";"2018-08-04T05:30:00+05:30";0
"Discord Social Volume";"2018-08-05T05:30:00+05:30";7
"Discord Social Volume";"2018-08-06T05:30:00+05:30";1
"Discord Social Volume";"2018-08-07T05:30:00+05:30";2
"Discord Social Volume";"2018-08-08T05:30:00+05:30";17
"Discord Social Volume";"2018-08-09T05:30:00+05:30";0
"Discord Social Volume";"2018-08-10T05:30:00+05:30";0
"Discord Social Volume";"2018-08-11T05:30:00+05:30";0
"Discord Social Volume";"2018-08-12T05:30:00+05:30";0
"Discord Social Volume";"2018-08-13T05:30:00+05:30";7
"Discord Social Volume";"2018-08-14T05:30:00+05:30";0
"Discord Social Volume";"2018-08-15T05:30:00+05:30";0
"Discord Social Volume";"2018-08-16T05:30:00+05:30";10
"Discord Social Volume";"2018-08-17T05:30:00+05:30";0
"Discord Social Volume";"2018-08-18T05:30:00+05:30";1
"Discord Social Volume";"2018-08-19T05:30:00+05:30";1
"Discord Social Volume";"2018-08-20T05:30:00+05:30";0
"Discord Social Volume";"2018-08-21T05:30:00+05:30";0
"Discord Social Volume";"2018-08-22T05:30:00+05:30";0
"Discord Social Volume";"2018-08-23T05:30:00+05:30";0
"Discord Social Volume";"2018-08-24T05:30:00+05:30";0
"Discord Social Volume";"2018-08-25T05:30:00+05:30";0
"Discord Social Volume";"2018-08-26T05:30:00+05:30";0
"Discord Social Volume";"2018-08-27T05:30:00+05:30";0
"Discord Social Volume";"2018-08-28T05:30:00+05:30";0
"Discord Social Volume";"2018-08-29T05:30:00+05:30";1
"Discord Social Volume";"2018-08-30T05:30:00+05:30";0
"Discord Social Volume";"2018-08-31T05:30:00+05:30";1
"Discord Social Volume";"2018-09-01T05:30:00+05:30";1
"Discord Social Volume";"2018-09-02T05:30:00+05:30";0
"Discord Social Volume";"2018-09-03T05:30:00+05:30";0
"Discord Social Volume";"2018-09-04T05:30:00+05:30";0
"Discord Social Volume";"2018-09-05T05:30:00+05:30";1
"Discord Social Volume";"2018-09-06T05:30:00+05:30";0
"Discord Social Volume";"2018-09-07T05:30:00+05:30";0
"Discord Social Volume";"2018-09-08T05:30:00+05:30";0
"Discord Social Volume";"2018-09-09T05:30:00+05:30";0
"Discord Social Volume";"2018-09-10T05:30:00+05:30";0
"Discord Social Volume";"2018-09-11T05:30:00+05:30";0
"Discord Social Volume";"2018-09-12T05:30:00+05:30";0
"Discord Social Volume";"2018-09-13T05:30:00+05:30";0
"Discord Social Volume";"2018-09-14T05:30:00+05:30";0
"Discord Social Volume";"2018-09-15T05:30:00+05:30";5
"Discord Social Volume";"2018-09-16T05:30:00+05:30";4
"Discord Social Volume";"2018-09-17T05:30:00+05:30";4
"Discord Social Volume";"2018-09-18T05:30:00+05:30";5
"Discord Social Volume";"2018-09-19T05:30:00+05:30";3
"Discord Social Volume";"2018-09-20T05:30:00+05:30";0
"Discord Social Volume";"2018-09-21T05:30:00+05:30";4
"Discord Social Volume";"2018-09-22T05:30:00+05:30";4
"Discord Social Volume";"2018-09-23T05:30:00+05:30";0
"Discord Social Volume";"2018-09-24T05:30:00+05:30";1
"Discord Social Volume";"2018-09-25T05:30:00+05:30";0
"Discord Social Volume";"2018-09-26T05:30:00+05:30";0
"Discord Social Volume";"2018-09-27T05:30:00+05:30";2
"Discord Social Volume";"2018-09-28T05:30:00+05:30";1
"Discord Social Volume";"2018-09-29T05:30:00+05:30";0
"Discord Social Volume";"2018-09-30T05:30:00+05:30";1
"Discord Social Volume";"2018-10-01T05:30:00+05:30";0
"Discord Social Volume";"2018-10-02T05:30:00+05:30";0
"Discord Social Volume";"2018-10-03T05:30:00+05:30";0
"Discord Social Volume";"2018-10-04T05:30:00+05:30";3
"Discord Social Volume";"2018-10-05T05:30:00+05:30";1
"Discord Social Volume";"2018-10-06T05:30:00+05:30";1
"Discord Social Volume";"2018-10-07T05:30:00+05:30";0
"Discord Social Volume";"2018-10-08T05:30:00+05:30";1
"Discord Social Volume";"2018-10-09T05:30:00+05:30";1
"Discord Social Volume";"2018-10-10T05:30:00+05:30";4
"Discord Social Volume";"2018-10-11T05:30:00+05:30";0
"Discord Social Volume";"2018-10-12T05:30:00+05:30";0
"Discord Social Volume";"2018-10-13T05:30:00+05:30";0
"Discord Social Volume";"2018-10-14T05:30:00+05:30";2
"Discord Social Volume";"2018-10-15T05:30:00+05:30";0
"Discord Social Volume";"2018-10-16T05:30:00+05:30";0
"Discord Social Volume";"2018-10-17T05:30:00+05:30";2
"Discord Social Volume";"2018-10-18T05:30:00+05:30";2
"Discord Social Volume";"2018-10-19T05:30:00+05:30";0
"Discord Social Volume";"2018-10-20T05:30:00+05:30";0
"Discord Social Volume";"2018-10-21T05:30:00+05:30";0
"Discord Social Volume";"2018-10-22T05:30:00+05:30";2
"Discord Social Volume";"2018-10-23T05:30:00+05:30";1
"Discord Social Volume";"2018-10-24T05:30:00+05:30";0
"Discord Social Volume";"2018-10-25T05:30:00+05:30";0
"Discord Social Volume";"2018-10-26T05:30:00+05:30";1
"Discord Social Volume";"2018-10-27T05:30:00+05:30";0
"Discord Social Volume";"2018-10-28T05:30:00+05:30";0
"Discord Social Volume";"2018-10-29T05:30:00+05:30";1
"Discord Social Volume";"2018-10-30T05:30:00+05:30";1
"Discord Social Volume";"2018-10-31T05:30:00+05:30";7
"Discord Social Volume";"2018-11-01T05:30:00+05:30";0
"Discord Social Volume";"2018-11-02T05:30:00+05:30";4
"Discord Social Volume";"2018-11-03T05:30:00+05:30";3
"Discord Social Volume";"2018-11-04T05:30:00+05:30";3
"Discord Social Volume";"2018-11-05T05:30:00+05:30";3
"Discord Social Volume";"2018-11-06T05:30:00+05:30";4
"Discord Social Volume";"2018-11-07T05:30:00+05:30";2
"Discord Social Volume";"2018-11-08T05:30:00+05:30";0
"Discord Social Volume";"2018-11-09T05:30:00+05:30";1
"Discord Social Volume";"2018-11-10T05:30:00+05:30";1
"Discord Social Volume";"2018-11-11T05:30:00+05:30";0
"Discord Social Volume";"2018-11-12T05:30:00+05:30";0
"Discord Social Volume";"2018-11-13T05:30:00+05:30";1
"Discord Social Volume";"2018-11-14T05:30:00+05:30";0
"Discord Social Volume";"2018-11-15T05:30:00+05:30";1
"Discord Social Volume";"2018-11-16T05:30:00+05:30";0
"Discord Social Volume";"2018-11-17T05:30:00+05:30";1
"Discord Social Volume";"2018-11-18T05:30:00+05:30";0
"Discord Social Volume";"2018-11-19T05:30:00+05:30";21
"Discord Social Volume";"2018-11-20T05:30:00+05:30";0
"Discord Social Volume";"2018-11-21T05:30:00+05:30";0
"Discord Social Volume";"2018-11-22T05:30:00+05:30";0
"Discord Social Volume";"2018-11-23T05:30:00+05:30";2
"Discord Social Volume";"2018-11-24T05:30:00+05:30";0
"Discord Social Volume";"2018-11-25T05:30:00+05:30";0
"Discord Social Volume";"2018-11-26T05:30:00+05:30";0
"Discord Social Volume";"2018-11-27T05:30:00+05:30";2
"Discord Social Volume";"2018-11-28T05:30:00+05:30";0
"Discord Social Volume";"2018-11-29T05:30:00+05:30";1
"Discord Social Volume";"2018-11-30T05:30:00+05:30";0
"Discord Social Volume";"2018-12-01T05:30:00+05:30";1
"Discord Social Volume";"2018-12-02T05:30:00+05:30";0
"Discord Social Volume";"2018-12-03T05:30:00+05:30";1
"Discord Social Volume";"2018-12-04T05:30:00+05:30";2
"Discord Social Volume";"2018-12-05T05:30:00+05:30";1
"Discord Social Volume";"2018-12-06T05:30:00+05:30";1
"Discord Social Volume";"2018-12-07T05:30:00+05:30";0
"Discord Social Volume";"2018-12-08T05:30:00+05:30";0
"Discord Social Volume";"2018-12-09T05:30:00+05:30";1
"Discord Social Volume";"2018-12-10T05:30:00+05:30";0
"Discord Social Volume";"2018-12-11T05:30:00+05:30";2
"Discord Social Volume";"2018-12-12T05:30:00+05:30";4
"Discord Social Volume";"2018-12-13T05:30:00+05:30";0
"Discord Social Volume";"2018-12-14T05:30:00+05:30";3
"Discord Social Volume";"2018-12-15T05:30:00+05:30";0
"Discord Social Volume";"2018-12-16T05:30:00+05:30";0
"Discord Social Volume";"2018-12-17T05:30:00+05:30";0
"Discord Social Volume";"2018-12-18T05:30:00+05:30";0
"Discord Social Volume";"2018-12-19T05:30:00+05:30";0
"Discord Social Volume";"2018-12-20T05:30:00+05:30";0
"Discord Social Volume";"2018-12-21T05:30:00+05:30";0
"Discord Social Volume";"2018-12-22T05:30:00+05:30";0
"Discord Social Volume";"2018-12-23T05:30:00+05:30";0
"Discord Social Volume";"2018-12-24T05:30:00+05:30";0
"Discord Social Volume";"2018-12-25T05:30:00+05:30";0
"Discord Social Volume";"2018-12-26T05:30:00+05:30";1
"Discord Social Volume";"2018-12-27T05:30:00+05:30";0
"Discord Social Volume";"2018-12-28T05:30:00+05:30";2
"Discord Social Volume";"2018-12-29T05:30:00+05:30";0
"Discord Social Volume";"2018-12-30T05:30:00+05:30";0
"Discord Social Volume";"2018-12-31T05:30:00+05:30";2
"Discord Social Volume";"2019-01-01T05:30:00+05:30";2
"Discord Social Volume";"2019-01-02T05:30:00+05:30";0
"Discord Social Volume";"2019-01-03T05:30:00+05:30";0
"Discord Social Volume";"2019-01-04T05:30:00+05:30";1
"Discord Social Volume";"2019-01-05T05:30:00+05:30";0
"Discord Social Volume";"2019-01-06T05:30:00+05:30";0
"Discord Social Volume";"2019-01-07T05:30:00+05:30";0
"Discord Social Volume";"2019-01-08T05:30:00+05:30";0
"Discord Social Volume";"2019-01-09T05:30:00+05:30";0
"Discord Social Volume";"2019-01-10T05:30:00+05:30";1
"Discord Social Volume";"2019-01-11T05:30:00+05:30";0
"Discord Social Volume";"2019-01-12T05:30:00+05:30";0
"Discord Social Volume";"2019-01-13T05:30:00+05:30";0
"Discord Social Volume";"2019-01-14T05:30:00+05:30";0
"Discord Social Volume";"2019-01-15T05:30:00+05:30";1
"Discord Social Volume";"2019-01-16T05:30:00+05:30";0
"Discord Social Volume";"2019-01-17T05:30:00+05:30";1
"Discord Social Volume";"2019-01-18T05:30:00+05:30";0
"Discord Social Volume";"2019-01-19T05:30:00+05:30";1
"Discord Social Volume";"2019-01-20T05:30:00+05:30";0
"Discord Social Volume";"2019-01-21T05:30:00+05:30";0
"Discord Social Volume";"2019-01-22T05:30:00+05:30";0
"Discord Social Volume";"2019-01-23T05:30:00+05:30";0
"Discord Social Volume";"2019-01-24T05:30:00+05:30";0
"Discord Social Volume";"2019-01-25T05:30:00+05:30";0
"Discord Social Volume";"2019-01-26T05:30:00+05:30";2
"Discord Social Volume";"2019-01-27T05:30:00+05:30";0
"Discord Social Volume";"2019-01-28T05:30:00+05:30";0
"Discord Social Volume";"2019-01-29T05:30:00+05:30";2
"Discord Social Volume";"2019-01-30T05:30:00+05:30";1
"Discord Social Volume";"2019-01-31T05:30:00+05:30";0
"Discord Social Volume";"2019-02-01T05:30:00+05:30";2
"Discord Social Volume";"2019-02-02T05:30:00+05:30";0
"Discord Social Volume";"2019-02-03T05:30:00+05:30";0
"Discord Social Volume";"2019-02-04T05:30:00+05:30";0
"Discord Social Volume";"2019-02-05T05:30:00+05:30";0
"Discord Social Volume";"2019-02-06T05:30:00+05:30";0
"Discord Social Volume";"2019-02-07T05:30:00+05:30";0
"Discord Social Volume";"2019-02-08T05:30:00+05:30";0
"Discord Social Volume";"2019-02-09T05:30:00+05:30";0
"Discord Social Volume";"2019-02-10T05:30:00+05:30";0
"Discord Social Volume";"2019-02-11T05:30:00+05:30";0
"Discord Social Volume";"2019-02-12T05:30:00+05:30";1
"Discord Social Volume";"2019-02-13T05:30:00+05:30";0
"Discord Social Volume";"2019-02-14T05:30:00+05:30";0
"Discord Social Volume";"2019-02-15T05:30:00+05:30";0
"Discord Social Volume";"2019-02-16T05:30:00+05:30";0
"Discord Social Volume";"2019-02-17T05:30:00+05:30";0
"Discord Social Volume";"2019-02-18T05:30:00+05:30";0
"Discord Social Volume";"2019-02-19T05:30:00+05:30";1
"Discord Social Volume";"2019-02-20T05:30:00+05:30";0
"Discord Social Volume";"2019-02-21T05:30:00+05:30";0
"Discord Social Volume";"2019-02-22T05:30:00+05:30";0
"Discord Social Volume";"2019-02-23T05:30:00+05:30";0
"Discord Social Volume";"2019-02-24T05:30:00+05:30";0
"Discord Social Volume";"2019-02-25T05:30:00+05:30";0
"Discord Social Volume";"2019-02-26T05:30:00+05:30";1
"Discord Social Volume";"2019-02-27T05:30:00+05:30";0
"Discord Social Volume";"2019-02-28T05:30:00+05:30";0
"Discord Social Volume";"2019-03-01T05:30:00+05:30";0
"Discord Social Volume";"2019-03-02T05:30:00+05:30";0
"Discord Social Volume";"2019-03-03T05:30:00+05:30";0
"Discord Social Volume";"2019-03-04T05:30:00+05:30";0
"Discord Social Volume";"2019-03-05T05:30:00+05:30";1
"Discord Social Volume";"2019-03-06T05:30:00+05:30";1
"Discord Social Volume";"2019-03-07T05:30:00+05:30";0
"Discord Social Volume";"2019-03-08T05:30:00+05:30";0
"Discord Social Volume";"2019-03-09T05:30:00+05:30";0
"Discord Social Volume";"2019-03-10T05:30:00+05:30";1
"Discord Social Volume";"2019-03-11T05:30:00+05:30";0
"Discord Social Volume";"2019-03-12T05:30:00+05:30";5
"Discord Social Volume";"2019-03-13T05:30:00+05:30";0
"Discord Social Volume";"2019-03-14T05:30:00+05:30";0
"Discord Social Volume";"2019-03-15T05:30:00+05:30";0
"Discord Social Volume";"2019-03-16T05:30:00+05:30";0
"Discord Social Volume";"2019-03-17T05:30:00+05:30";0
"Discord Social Volume";"2019-03-18T05:30:00+05:30";0
"Discord Social Volume";"2019-03-19T05:30:00+05:30";1
"Discord Social Volume";"2019-03-20T05:30:00+05:30";0
"Discord Social Volume";"2019-03-21T05:30:00+05:30";0
"Discord Social Volume";"2019-03-22T05:30:00+05:30";0
"Discord Social Volume";"2019-03-23T05:30:00+05:30";0
"Discord Social Volume";"2019-03-24T05:30:00+05:30";0
"Discord Social Volume";"2019-03-25T05:30:00+05:30";1
"Discord Social Volume";"2019-03-26T05:30:00+05:30";0
"Discord Social Volume";"2019-03-27T05:30:00+05:30";0
"Discord Social Volume";"2019-03-28T05:30:00+05:30";0
"Discord Social Volume";"2019-03-29T05:30:00+05:30";0
"Discord Social Volume";"2019-03-30T05:30:00+05:30";0
"Discord Social Volume";"2019-03-31T05:30:00+05:30";0
"Discord Social Volume";"2019-04-01T05:30:00+05:30";0
"Discord Social Volume";"2019-04-02T05:30:00+05:30";0
"Discord Social Volume";"2019-04-03T05:30:00+05:30";1
"Discord Social Volume";"2019-04-04T05:30:00+05:30";0
"Discord Social Volume";"2019-04-05T05:30:00+05:30";1
"Discord Social Volume";"2019-04-06T05:30:00+05:30";0
"Discord Social Volume";"2019-04-07T05:30:00+05:30";0
"Discord Social Volume";"2019-04-08T05:30:00+05:30";0
"Discord Social Volume";"2019-04-09T05:30:00+05:30";3
"Discord Social Volume";"2019-04-10T05:30:00+05:30";0
"Discord Social Volume";"2019-04-11T05:30:00+05:30";1
"Discord Social Volume";"2019-04-12T05:30:00+05:30";1
"Discord Social Volume";"2019-04-13T05:30:00+05:30";0
"Discord Social Volume";"2019-04-14T05:30:00+05:30";0
"Discord Social Volume";"2019-04-15T05:30:00+05:30";0
"Discord Social Volume";"2019-04-16T05:30:00+05:30";0
"Discord Social Volume";"2019-04-17T05:30:00+05:30";1
"Discord Social Volume";"2019-04-18T05:30:00+05:30";0
"Discord Social Volume";"2019-04-19T05:30:00+05:30";1
"Discord Social Volume";"2019-04-20T05:30:00+05:30";3
"Discord Social Volume";"2019-04-21T05:30:00+05:30";2
"Discord Social Volume";"2019-04-22T05:30:00+05:30";1
"Discord Social Volume";"2019-04-23T05:30:00+05:30";2
"Discord Social Volume";"2019-04-24T05:30:00+05:30";0
"Discord Social Volume";"2019-04-25T05:30:00+05:30";0
"Discord Social Volume";"2019-04-26T05:30:00+05:30";0
"Discord Social Volume";"2019-04-27T05:30:00+05:30";0
"Discord Social Volume";"2019-04-28T05:30:00+05:30";0
"Discord Social Volume";"2019-04-29T05:30:00+05:30";0
"Discord Social Volume";"2019-04-30T05:30:00+05:30";1
"Discord Social Volume";"2019-05-01T05:30:00+05:30";2
"Discord Social Volume";"2019-05-02T05:30:00+05:30";0
"Discord Social Volume";"2019-05-03T05:30:00+05:30";0
"Discord Social Volume";"2019-05-04T05:30:00+05:30";0
"Discord Social Volume";"2019-05-05T05:30:00+05:30";0
"Discord Social Volume";"2019-05-06T05:30:00+05:30";2
"Discord Social Volume";"2019-05-07T05:30:00+05:30";0
"Discord Social Volume";"2019-05-08T05:30:00+05:30";1
"Discord Social Volume";"2019-05-09T05:30:00+05:30";3
"Discord Social Volume";"2019-05-10T05:30:00+05:30";0
"Discord Social Volume";"2019-05-11T05:30:00+05:30";1
"Discord Social Volume";"2019-05-12T05:30:00+05:30";0
"Discord Social Volume";"2019-05-13T05:30:00+05:30";0
"Discord Social Volume";"2019-05-14T05:30:00+05:30";2
"Discord Social Volume";"2019-05-15T05:30:00+05:30";0
"Discord Social Volume";"2019-05-16T05:30:00+05:30";0
"Discord Social Volume";"2019-05-17T05:30:00+05:30";0
"Discord Social Volume";"2019-05-18T05:30:00+05:30";0
"Discord Social Volume";"2019-05-19T05:30:00+05:30";0
"Discord Social Volume";"2019-05-20T05:30:00+05:30";0
"Discord Social Volume";"2019-05-21T05:30:00+05:30";0
"Discord Social Volume";"2019-05-22T05:30:00+05:30";0
