"Series";"Time";"Value"
"Price";"2018-07-14T05:30:00+05:30";6258.108548672571
"Price";"2018-07-15T05:30:00+05:30";6336.199964539002
"Price";"2018-07-16T05:30:00+05:30";6528.3225272727295
"Price";"2018-07-17T05:30:00+05:30";6884.493674911662
"Price";"2018-07-18T05:30:00+05:30";7402.118362989318
"Price";"2018-07-19T05:30:00+05:30";7392.126506238862
"Price";"2018-07-20T05:30:00+05:30";7430.489752650177
"Price";"2018-07-21T05:30:00+05:30";7359.6228318584135
"Price";"2018-07-22T05:30:00+05:30";7452.104156305507
"Price";"2018-07-23T05:30:00+05:30";7675.668865248219
"Price";"2018-07-24T05:30:00+05:30";8064.715946902641
"Price";"2018-07-25T05:30:00+05:30";8226.963415929205
"Price";"2018-07-26T05:30:00+05:30";8195.966707964595
"Price";"2018-07-27T05:30:00+05:30";8028.611097345124
"Price";"2018-07-28T05:30:00+05:30";8182.859734513274
"Price";"2018-07-29T05:30:00+05:30";8204.443415929209
"Price";"2018-07-30T05:30:00+05:30";8140.966497765017
"Price";"2018-07-31T05:30:00+05:30";7944.115234889691
"Price";"2018-08-01T05:30:00+05:30";7599.814541323099
"Price";"2018-08-02T05:30:00+05:30";7616.2062422871395
"Price";"2018-08-03T05:30:00+05:30";7429.2019285893875
"Price";"2018-08-04T05:30:00+05:30";7275.4461527796275
"Price";"2018-08-05T05:30:00+05:30";7028.98994828776
"Price";"2018-08-06T05:30:00+05:30";7019.074820878402
"Price";"2018-08-07T05:30:00+05:30";7016.928409285266
"Price";"2018-08-08T05:30:00+05:30";6482.967351584785
"Price";"2018-08-09T05:30:00+05:30";6424.651795324576
"Price";"2018-08-10T05:30:00+05:30";6428.936249261807
"Price";"2018-08-11T05:30:00+05:30";6222.643873503093
"Price";"2018-08-12T05:30:00+05:30";6337.110775892961
"Price";"2018-08-13T05:30:00+05:30";6369.08269523338
"Price";"2018-08-14T05:30:00+05:30";6090.087404577728
"Price";"2018-08-15T05:30:00+05:30";6389.415735630314
"Price";"2018-08-16T05:30:00+05:30";6366.451308533542
"Price";"2018-08-17T05:30:00+05:30";6485.639863709386
"Price";"2018-08-18T05:30:00+05:30";6477.987945299626
"Price";"2018-08-19T05:30:00+05:30";6424.071715423903
"Price";"2018-08-20T05:30:00+05:30";6468.950750309248
"Price";"2018-08-21T05:30:00+05:30";6422.144094883278
"Price";"2018-08-22T05:30:00+05:30";6599.9713500766875
"Price";"2018-08-23T05:30:00+05:30";6454.570525136403
"Price";"2018-08-24T05:30:00+05:30";6571.599264525313
"Price";"2018-08-25T05:30:00+05:30";6733.791098901816
"Price";"2018-08-26T05:30:00+05:30";6697.471407562076
"Price";"2018-08-27T05:30:00+05:30";6736.608839641271
"Price";"2018-08-28T05:30:00+05:30";6993.712823020813
"Price";"2018-08-29T05:30:00+05:30";7060.243382773514
"Price";"2018-08-30T05:30:00+05:30";6948.830586272664
"Price";"2018-08-31T05:30:00+05:30";6988.716499016265
"Price";"2018-09-01T05:30:00+05:30";7109.856099242776
"Price";"2018-09-02T05:30:00+05:30";7240.441253467828
"Price";"2018-09-03T05:30:00+05:30";7263.107529863118
"Price";"2018-09-04T05:30:00+05:30";7326.765247388093
"Price";"2018-09-05T05:30:00+05:30";7152.959144874843
"Price";"2018-09-06T05:30:00+05:30";6465.174396299931
"Price";"2018-09-07T05:30:00+05:30";6490.5121413712895
"Price";"2018-09-08T05:30:00+05:30";6421.088587321597
"Price";"2018-09-09T05:30:00+05:30";6329.876116724874
"Price";"2018-09-10T05:30:00+05:30";6326.078673999453
"Price";"2018-09-11T05:30:00+05:30";6331.015999496537
"Price";"2018-09-12T05:30:00+05:30";6309.508345247778
"Price";"2018-09-13T05:30:00+05:30";6460.066606835501
"Price";"2018-09-14T05:30:00+05:30";6517.809272848756
"Price";"2018-09-15T05:30:00+05:30";6526.090652265712
"Price";"2018-09-16T05:30:00+05:30";6500.565625000002
"Price";"2018-09-17T05:30:00+05:30";6401.5692954646565
"Price";"2018-09-18T05:30:00+05:30";6320.435180928344
"Price";"2018-09-19T05:30:00+05:30";6359.30090875412
"Price";"2018-09-20T05:30:00+05:30";6428.311837917616
"Price";"2018-09-21T05:30:00+05:30";6663.116184898132
"Price";"2018-09-22T05:30:00+05:30";6711.715988232935
"Price";"2018-09-23T05:30:00+05:30";6714.165065918073
"Price";"2018-09-24T05:30:00+05:30";6647.406262158476
"Price";"2018-09-25T05:30:00+05:30";6442.576829505981
"Price";"2018-09-26T05:30:00+05:30";6486.995484511455
"Price";"2018-09-27T05:30:00+05:30";6538.489244299159
"Price";"2018-09-28T05:30:00+05:30";6679.631398171147
"Price";"2018-09-29T05:30:00+05:30";6566.9942904030495
"Price";"2018-09-30T05:30:00+05:30";6602.606451201829
"Price";"2018-10-01T05:30:00+05:30";6602.090624508189
"Price";"2018-10-02T05:30:00+05:30";6576.9369569032915
"Price";"2018-10-03T05:30:00+05:30";6495.553578220934
"Price";"2018-10-04T05:30:00+05:30";6579.7910451447715
"Price";"2018-10-05T05:30:00+05:30";6580.263919841319
"Price";"2018-10-06T05:30:00+05:30";6602.134900024581
"Price";"2018-10-07T05:30:00+05:30";6586.886328796389
"Price";"2018-10-08T05:30:00+05:30";6624.81431187913
"Price";"2018-10-09T05:30:00+05:30";6633.849608335157
"Price";"2018-10-10T05:30:00+05:30";6581.630816190132
"Price";"2018-10-11T05:30:00+05:30";6306.238370834048
"Price";"2018-10-12T05:30:00+05:30";6290.19596333572
"Price";"2018-10-13T05:30:00+05:30";6282.028597752475
"Price";"2018-10-14T05:30:00+05:30";6317.611600850287
"Price";"2018-10-15T05:30:00+05:30";6556.412446463514
"Price";"2018-10-16T05:30:00+05:30";6597.873528861118
"Price";"2018-10-17T05:30:00+05:30";6556.584375029536
"Price";"2018-10-18T05:30:00+05:30";6528.209459284947
"Price";"2018-10-19T05:30:00+05:30";6466.913362599067
"Price";"2018-10-20T05:30:00+05:30";6474.6909395206585
"Price";"2018-10-21T05:30:00+05:30";6520.173166559771
"Price";"2018-10-22T05:30:00+05:30";6490.69151235372
"Price";"2018-10-23T05:30:00+05:30";6473.650221723715
"Price";"2018-10-24T05:30:00+05:30";6497.5775819696855
"Price";"2018-10-25T05:30:00+05:30";6477.241102859395
"Price";"2018-10-26T05:30:00+05:30";6472.797211872817
"Price";"2018-10-27T05:30:00+05:30";6480.1859692239
"Price";"2018-10-28T05:30:00+05:30";6477.361584629853
"Price";"2018-10-29T05:30:00+05:30";6409.287343965651
"Price";"2018-10-30T05:30:00+05:30";6337.060976134924
"Price";"2018-10-31T05:30:00+05:30";6329.414105402726
"Price";"2018-11-01T05:30:00+05:30";6382.223309483721
"Price";"2018-11-02T05:30:00+05:30";6366.645353594786
"Price";"2018-11-03T05:30:00+05:30";6369.791010086386
"Price";"2018-11-04T05:30:00+05:30";6351.483105621852
"Price";"2018-11-05T05:30:00+05:30";6433.0449366317
"Price";"2018-11-06T05:30:00+05:30";6434.281319027721
"Price";"2018-11-07T05:30:00+05:30";6530.3386435957145
"Price";"2018-11-08T05:30:00+05:30";6482.5636248395585
"Price";"2018-11-09T05:30:00+05:30";6414.838947790899
"Price";"2018-11-10T05:30:00+05:30";6410.708124938921
"Price";"2018-11-11T05:30:00+05:30";6392.897306274413
"Price";"2018-11-12T05:30:00+05:30";6401.56852707183
"Price";"2018-11-13T05:30:00+05:30";6367.089208906504
"Price";"2018-11-14T05:30:00+05:30";6128.757802206932
"Price";"2018-11-15T05:30:00+05:30";5597.948677460587
"Price";"2018-11-16T05:30:00+05:30";5595.8813264078235
"Price";"2018-11-17T05:30:00+05:30";5544.967311898987
"Price";"2018-11-18T05:30:00+05:30";5601.687236542861
"Price";"2018-11-19T05:30:00+05:30";5275.1725291578205
"Price";"2018-11-20T05:30:00+05:30";4622.905340213889
"Price";"2018-11-21T05:30:00+05:30";4519.562451517282
"Price";"2018-11-22T05:30:00+05:30";4530.146197721191
"Price";"2018-11-23T05:30:00+05:30";4311.338237526805
"Price";"2018-11-24T05:30:00+05:30";4304.033775804609
"Price";"2018-11-25T05:30:00+05:30";3844.80953544376
"Price";"2018-11-26T05:30:00+05:30";3914.4907494297986
"Price";"2018-11-27T05:30:00+05:30";3751.1339606909964
"Price";"2018-11-28T05:30:00+05:30";4096.58595973398
"Price";"2018-11-29T05:30:00+05:30";4262.839911207824
"Price";"2018-11-30T05:30:00+05:30";4122.762420239428
"Price";"2018-12-01T05:30:00+05:30";4126.85040349318
"Price";"2018-12-02T05:30:00+05:30";4177.005661832682
"Price";"2018-12-03T05:30:00+05:30";3981.6206335598877
"Price";"2018-12-04T05:30:00+05:30";3961.563560235884
"Price";"2018-12-05T05:30:00+05:30";3863.263264498906
"Price";"2018-12-06T05:30:00+05:30";3751.7274264463895
"Price";"2018-12-07T05:30:00+05:30";3409.306525909639
"Price";"2018-12-08T05:30:00+05:30";3436.3922266287072
"Price";"2018-12-09T05:30:00+05:30";3549.6823766908064
"Price";"2018-12-10T05:30:00+05:30";3552.8262654285663
"Price";"2018-12-11T05:30:00+05:30";3447.9522522776965
"Price";"2018-12-12T05:30:00+05:30";3468.4599544802136
"Price";"2018-12-13T05:30:00+05:30";3410.7281369905704
"Price";"2018-12-14T05:30:00+05:30";3286.297583110303
"Price";"2018-12-15T05:30:00+05:30";3232.9633392067917
"Price";"2018-12-16T05:30:00+05:30";3272.865927088128
"Price";"2018-12-17T05:30:00+05:30";3382.853242679945
"Price";"2018-12-18T05:30:00+05:30";3550.960542657158
"Price";"2018-12-19T05:30:00+05:30";3793.196819127998
"Price";"2018-12-20T05:30:00+05:30";3981.7806656203174
"Price";"2018-12-21T05:30:00+05:30";4029.6739506462036
"Price";"2018-12-22T05:30:00+05:30";3908.996098012853
"Price";"2018-12-23T05:30:00+05:30";4028.9755929097514
"Price";"2018-12-24T05:30:00+05:30";4171.634370281674
"Price";"2018-12-25T05:30:00+05:30";3837.4285232265197
"Price";"2018-12-26T05:30:00+05:30";3823.984120159305
"Price";"2018-12-27T05:30:00+05:30";3775.579740509501
"Price";"2018-12-28T05:30:00+05:30";3718.2433563983977
"Price";"2018-12-29T05:30:00+05:30";3920.6300913465207
"Price";"2018-12-30T05:30:00+05:30";3843.8248589155423
"Price";"2018-12-31T05:30:00+05:30";3801.9027247843055
"Price";"2019-01-01T05:30:00+05:30";3754.7128133132474
"Price";"2019-01-02T05:30:00+05:30";3863.9692776847087
"Price";"2019-01-03T05:30:00+05:30";3880.2307105251903
"Price";"2019-01-04T05:30:00+05:30";3826.659909315744
"Price";"2019-01-05T05:30:00+05:30";3872.706035005089
"Price";"2019-01-06T05:30:00+05:30";3911.4609880036296
"Price";"2019-01-07T05:30:00+05:30";4049.929451013822
"Price";"2019-01-08T05:30:00+05:30";4035.9490733016164
"Price";"2019-01-09T05:30:00+05:30";4046.478072872863
"Price";"2019-01-10T05:30:00+05:30";3841.833710943703
"Price";"2019-01-11T05:30:00+05:30";3688.4693324026075
"Price";"2019-01-12T05:30:00+05:30";3672.4976996379414
"Price";"2019-01-13T05:30:00+05:30";3631.4159028796403
"Price";"2019-01-14T05:30:00+05:30";3626.311172612068
"Price";"2019-01-15T05:30:00+05:30";3681.800144026536
"Price";"2019-01-16T05:30:00+05:30";3652.4152498240924
"Price";"2019-01-17T05:30:00+05:30";3647.2931730531186
"Price";"2019-01-18T05:30:00+05:30";3660.146602756738
"Price";"2019-01-19T05:30:00+05:30";3710.1402160522252
"Price";"2019-01-20T05:30:00+05:30";3664.10157892267
"Price";"2019-01-21T05:30:00+05:30";3584.7253205994075
"Price";"2019-01-22T05:30:00+05:30";3585.444519790868
"Price";"2019-01-23T05:30:00+05:30";3601.3486519850553
"Price";"2019-01-24T05:30:00+05:30";3589.204341224555
"Price";"2019-01-25T05:30:00+05:30";3594.4795680902157
"Price";"2019-01-26T05:30:00+05:30";3614.933115121768
"Price";"2019-01-27T05:30:00+05:30";3594.119156692749
"Price";"2019-01-28T05:30:00+05:30";3487.1407706720192
"Price";"2019-01-29T05:30:00+05:30";3444.311022297257
"Price";"2019-01-30T05:30:00+05:30";3469.428315769589
"Price";"2019-01-31T05:30:00+05:30";3473.340418256804
"Price";"2019-02-01T05:30:00+05:30";3467.360148466782
"Price";"2019-02-02T05:30:00+05:30";3483.7563135914656
"Price";"2019-02-03T05:30:00+05:30";3480.786682197592
"Price";"2019-02-04T05:30:00+05:30";3462.6341612371957
"Price";"2019-02-05T05:30:00+05:30";3463.1493270340106
"Price";"2019-02-06T05:30:00+05:30";3416.885815435806
"Price";"2019-02-07T05:30:00+05:30";3412.6752056174532
"Price";"2019-02-08T05:30:00+05:30";3498.461376916239
"Price";"2019-02-09T05:30:00+05:30";3663.594176393944
"Price";"2019-02-10T05:30:00+05:30";3660.1847280162674
"Price";"2019-02-11T05:30:00+05:30";3656.274941268264
"Price";"2019-02-12T05:30:00+05:30";3637.5273256144005
"Price";"2019-02-13T05:30:00+05:30";3638.7974333818543
"Price";"2019-02-14T05:30:00+05:30";3625.241166613231
"Price";"2019-02-15T05:30:00+05:30";3626.757520582689
"Price";"2019-02-16T05:30:00+05:30";3637.5558485557403
"Price";"2019-02-17T05:30:00+05:30";3637.7873601570745
"Price";"2019-02-18T05:30:00+05:30";3805.014772558723
"Price";"2019-02-19T05:30:00+05:30";3952.0132184339673
"Price";"2019-02-20T05:30:00+05:30";3966.4512007452163
"Price";"2019-02-21T05:30:00+05:30";3964.2447106958166
"Price";"2019-02-22T05:30:00+05:30";3981.749811382895
"Price";"2019-02-23T05:30:00+05:30";4025.5441786041324
"Price";"2019-02-24T05:30:00+05:30";4035.327035917233
"Price";"2019-02-25T05:30:00+05:30";3853.9664937935217
"Price";"2019-02-26T05:30:00+05:30";3860.2331955379327
"Price";"2019-02-27T05:30:00+05:30";3854.881582818554
"Price";"2019-02-28T05:30:00+05:30";3864.438510388231
"Price";"2019-03-01T05:30:00+05:30";3870.9139479968076
"Price";"2019-03-02T05:30:00+05:30";3859.85918051851
"Price";"2019-03-03T05:30:00+05:30";3859.3799264752115
"Price";"2019-03-04T05:30:00+05:30";3783.4859859340395
"Price";"2019-03-05T05:30:00+05:30";3820.458592987077
"Price";"2019-03-06T05:30:00+05:30";3890.8739759241
"Price";"2019-03-07T05:30:00+05:30";3917.720939661489
"Price";"2019-03-08T05:30:00+05:30";3923.759979872348
"Price";"2019-03-09T05:30:00+05:30";3941.1201725684205
"Price";"2019-03-10T05:30:00+05:30";3943.7449038032087
"Price";"2019-03-11T05:30:00+05:30";3922.031709435201
"Price";"2019-03-12T05:30:00+05:30";3902.4107519010786
"Price";"2019-03-13T05:30:00+05:30";3909.0296946638073
"Price";"2019-03-14T05:30:00+05:30";3916.7557546477037
"Price";"2019-03-15T05:30:00+05:30";3942.369865065057
"Price";"2019-03-16T05:30:00+05:30";4038.103942971613
"Price";"2019-03-17T05:30:00+05:30";4028.4801228488245
"Price";"2019-03-18T05:30:00+05:30";4030.8868624475476
"Price";"2019-03-19T05:30:00+05:30";4051.717108308188
"Price";"2019-03-20T05:30:00+05:30";4052.936961688811
"Price";"2019-03-21T05:30:00+05:30";4059.892265854948
"Price";"2019-03-22T05:30:00+05:30";4033.1546946405056
"Price";"2019-03-23T05:30:00+05:30";4031.426028700273
"Price";"2019-03-24T05:30:00+05:30";4022.4057976601543
"Price";"2019-03-25T05:30:00+05:30";4007.984738854499
"Price";"2019-03-26T05:30:00+05:30";3962.615469290218
"Price";"2019-03-27T05:30:00+05:30";4055.960594987327
"Price";"2019-03-28T05:30:00+05:30";4076.5742188470404
"Price";"2019-03-29T05:30:00+05:30";4082.527428431264
"Price";"2019-03-30T05:30:00+05:30";4108.563708749707
"Price";"2019-03-31T05:30:00+05:30";4103.403208539665
"Price";"2019-04-01T05:30:00+05:30";4140.185428503029
"Price";"2019-04-02T05:30:00+05:30";4626.756909080498
"Price";"2019-04-03T05:30:00+05:30";5027.358728382734
"Price";"2019-04-04T05:30:00+05:30";4983.619474189688
"Price";"2019-04-05T05:30:00+05:30";4992.906047636687
"Price";"2019-04-06T05:30:00+05:30";5054.129823401685
"Price";"2019-04-07T05:30:00+05:30";5145.906362331771
"Price";"2019-04-08T05:30:00+05:30";5243.51630238967
"Price";"2019-04-09T05:30:00+05:30";5221.858433429504
"Price";"2019-04-10T05:30:00+05:30";5274.725375795982
"Price";"2019-04-11T05:30:00+05:30";5138.147630728382
"Price";"2019-04-12T05:30:00+05:30";5057.181138939026
"Price";"2019-04-13T05:30:00+05:30";5097.244403985781
"Price";"2019-04-14T05:30:00+05:30";5099.73529111689
"Price";"2019-04-15T05:30:00+05:30";5145.359603266484
"Price";"2019-04-16T05:30:00+05:30";5124.347035892157
"Price";"2019-04-17T05:30:00+05:30";5242.598190159083
"Price";"2019-04-18T05:30:00+05:30";5284.043867460586
"Price";"2019-04-19T05:30:00+05:30";5278.313068548496
"Price";"2019-04-20T05:30:00+05:30";5331.998333820687
"Price";"2019-04-21T05:30:00+05:30";5306.896915423521
"Price";"2019-04-22T05:30:00+05:30";5335.031101265828
"Price";"2019-04-23T05:30:00+05:30";5553.574509783695
"Price";"2019-04-24T05:30:00+05:30";5515.678339448002
"Price";"2019-04-25T05:30:00+05:30";5461.160624440824
"Price";"2019-04-26T05:30:00+05:30";5275.736403321313
"Price";"2019-04-27T05:30:00+05:30";5268.540954370975
"Price";"2019-04-28T05:30:00+05:30";5289.276108392583
"Price";"2019-04-29T05:30:00+05:30";5267.938485912672
"Price";"2019-04-30T05:30:00+05:30";5289.809637489921
"Price";"2019-05-01T05:30:00+05:30";5382.969780842479
"Price";"2019-05-02T05:30:00+05:30";5458.3935191382
"Price";"2019-05-03T05:30:00+05:30";5718.649946522491
"Price";"2019-05-04T05:30:00+05:30";5777.563326556266
"Price";"2019-05-05T05:30:00+05:30";5786.842502213066
"Price";"2019-05-06T05:30:00+05:30";5726.032935543253
"Price";"2019-05-07T05:30:00+05:30";5917.629271211132
"Price";"2019-05-08T05:30:00+05:30";5904.964179328051
"Price";"2019-05-09T05:30:00+05:30";6082.506623473607
"Price";"2019-05-10T05:30:00+05:30";6315.356826930243
"Price";"2019-05-11T05:30:00+05:30";6795.508576543435
"Price";"2019-05-12T05:30:00+05:30";7140.762395670923
"Price";"2019-05-13T05:30:00+05:30";7380.857950128485
"Price";"2019-05-14T05:30:00+05:30";7985.635993611937
"Price";"2019-05-15T05:30:00+05:30";8044.532174237122
"Price";"2019-05-16T05:30:00+05:30";8003.899185529627
"Price";"2019-05-17T05:30:00+05:30";7310.842189173453
"Price";"2019-05-18T05:30:00+05:30";7329.869974389449
"Price";"2019-05-19T05:30:00+05:30";7913.418479462804
"Price";"2019-05-20T05:30:00+05:30";7910.168949890158
"Price";"2019-05-21T05:30:00+05:30";7942.930345487618
"Price";"2019-05-22T05:30:00+05:30";7893.599366412366
"Price";"2019-05-23T05:30:00+05:30";7713.696907640272
"Price";"2019-05-24T05:30:00+05:30";7978.608443070709
"Price";"2019-05-25T05:30:00+05:30";8034.770190854655
"Price";"2019-05-26T05:30:00+05:30";8109.3301904679065
"Price";"2019-05-27T05:30:00+05:30";8754.970962783626
"Price";"2019-05-28T05:30:00+05:30";8722.881540798959
"Price";"2019-05-29T05:30:00+05:30";8654.635206020032
"Price";"2019-05-30T05:30:00+05:30";8648.281909311496
"Price";"2019-05-31T05:30:00+05:30";8377.3388589734
"Price";"2019-06-01T05:30:00+05:30";8557.522113454437
"Price";"2019-06-02T05:30:00+05:30";8675.275366315624
"Price";"2019-06-03T05:30:00+05:30";8563.321316625947
"Price";"2019-06-04T05:30:00+05:30";7906.94419845466
"Price";"2019-06-05T05:30:00+05:30";7806.161625259097
"Price";"2019-06-06T05:30:00+05:30";7787.83127583097
"Price";"2019-06-07T05:30:00+05:30";7954.775266058796
"Price";"2019-06-08T05:30:00+05:30";7964.618917299098
"Price";"2019-06-09T05:30:00+05:30";7827.006684720177
"Price";"2019-06-10T05:30:00+05:30";7834.454836267299
"Price";"2019-06-11T05:30:00+05:30";7910.170049871564
"Price";"2019-06-12T05:30:00+05:30";8039.360367547169
"Price";"2019-06-13T05:30:00+05:30";8164.412019944741
"Price";"2019-06-14T05:30:00+05:30";8353.524554887526
"Price";"2019-06-15T05:30:00+05:30";8718.98986299789
"Price";"2019-06-16T05:30:00+05:30";9082.527771742247
"Price";"2019-06-17T05:30:00+05:30";9225.622803796254
"Price";"2019-06-18T05:30:00+05:30";9171.614508598495
"Price";"2019-06-19T05:30:00+05:30";9156.943859812847
"Price";"2019-06-20T05:30:00+05:30";9345.92047570085
"Price";"2019-06-21T05:30:00+05:30";9804.255799274493
"Price";"2019-06-22T05:30:00+05:30";10730.174076116004
"Price";"2019-06-23T05:30:00+05:30";10774.315365971082
"Price";"2019-06-24T05:30:00+05:30";10862.040007893058
"Price";"2019-06-25T05:30:00+05:30";11321.268022834582
"Price";"2019-06-26T05:30:00+05:30";12683.149100169383
"Price";"2019-06-27T05:30:00+05:30";11892.729066178415
"Price";"2019-06-28T05:30:00+05:30";11738.54024554151
"Price";"2019-06-29T05:30:00+05:30";11901.311537079355
"Price";"2019-06-30T05:30:00+05:30";11593.895219331946
"Price";"2019-07-01T05:30:00+05:30";10744.050161986743
"Price";"2019-07-02T05:30:00+05:30";10331.468725047664
"Price";"2019-07-03T05:30:00+05:30";11343.566525627864
"Price";"2019-07-04T05:30:00+05:30";11764.725679819021
"Price";"2019-07-05T05:30:00+05:30";11159.751998391432
"Price";"2019-07-06T05:30:00+05:30";11391.55614761985
"Price";"2019-07-07T05:30:00+05:30";11309.733183824219
"Price";"2019-07-08T05:30:00+05:30";11772.596822789032
"Price";"2019-07-09T05:30:00+05:30";12508.13138043161
"Price";"2019-07-10T05:30:00+05:30";12647.545664400212
"Price";"2019-07-11T05:30:00+05:30";11624.053448341832
"Price";"2019-07-12T05:30:00+05:30";11596.088394170325
"Price";"2019-07-13T05:30:00+05:30";11458.751643347343
"Price";"2019-07-14T05:30:00+05:30";10902.75581998091
"Price";"2019-07-15T05:30:00+05:30";10447.156352544396
"Price";"2019-07-16T05:30:00+05:30";10396.53968835438
"Price";"2019-07-17T05:30:00+05:30";9599.627157763825
"Price";"2019-07-18T05:30:00+05:30";10066.472661728703
"Price";"2019-07-19T05:30:00+05:30";10485.520624901586
"Price";"2019-07-20T05:30:00+05:30";10677.360487758056
"Price";"2019-07-21T05:30:00+05:30";10594.586490271971
"Price";"2019-07-22T05:30:00+05:30";10473.167296185555
"Price";"2019-07-23T05:30:00+05:30";10097.146896844923
"Price";"2019-07-24T05:30:00+05:30";9729.427951054935
"Price";"2019-07-25T05:30:00+05:30";10034.414892738532
"Price";"2019-07-26T05:30:00+05:30";9804.306851849478
"Price";"2019-07-27T05:30:00+05:30";9752.66669350383
"Price";"2019-07-28T05:30:00+05:30";9517.590576173498
"Price";"2019-07-29T05:30:00+05:30";9563.305057624253
"Price";"2019-07-30T05:30:00+05:30";9556.325603171645
"Price";"2019-07-31T05:30:00+05:30";9858.698227649229
"Price";"2019-08-01T05:30:00+05:30";10086.221027587018
"Price";"2019-08-02T05:30:00+05:30";10483.434736326846
"Price";"2019-08-03T05:30:00+05:30";10786.088115818327
"Price";"2019-08-04T05:30:00+05:30";10809.822532110134
"Price";"2019-08-05T05:30:00+05:30";11662.708858898244
"Price";"2019-08-06T05:30:00+05:30";11771.263664818203
"Price";"2019-08-07T05:30:00+05:30";11710.11617132015
"Price";"2019-08-08T05:30:00+05:30";11806.146814331105
"Price";"2019-08-09T05:30:00+05:30";11831.114590549496
"Price";"2019-08-10T05:30:00+05:30";11609.633125701183
"Price";"2019-08-11T05:30:00+05:30";11399.928970511983
"Price";"2019-08-12T05:30:00+05:30";11402.948618630537
"Price";"2019-08-13T05:30:00+05:30";11167.045585705268
"Price";"2019-08-14T05:30:00+05:30";10480.328229030469
"Price";"2019-08-15T05:30:00+05:30";10057.568469471242
"Price";"2019-08-16T05:30:00+05:30";10244.71992315997
"Price";"2019-08-17T05:30:00+05:30";10309.951397859717
"Price";"2019-08-18T05:30:00+05:30";10306.169981555311
"Price";"2019-08-19T05:30:00+05:30";10620.477708592143
"Price";"2019-08-20T05:30:00+05:30";10763.952117308972
"Price";"2019-08-21T05:30:00+05:30";10230.754387916486
"Price";"2019-08-22T05:30:00+05:30";10073.001324064626
"Price";"2019-08-23T05:30:00+05:30";10265.221235931089
"Price";"2019-08-24T05:30:00+05:30";10164.656097011224
"Price";"2019-08-25T05:30:00+05:30";10119.070941558515
"Price";"2019-08-26T05:30:00+05:30";10351.488975752549
"Price";"2019-08-27T05:30:00+05:30";10199.964308221211
"Price";"2019-08-28T05:30:00+05:30";10079.435083621767
"Price";"2019-08-29T05:30:00+05:30";9552.531077162832
"Price";"2019-08-30T05:30:00+05:30";9557.936734988987
"Price";"2019-08-31T05:30:00+05:30";9619.771626507634
"Price";"2019-09-01T05:30:00+05:30";9638.396403660316
"Price";"2019-09-02T05:30:00+05:30";9933.73739740453
"Price";"2019-09-03T05:30:00+05:30";10505.461176848818
"Price";"2019-09-04T05:30:00+05:30";10553.426748912992